#separator:tab
#html:true
#notetype:Basic
#deck:APFC::4 Question Recall
#tags column:3
Which average can be determined graphically from an ogive?	The <b>median</b>, from the cumulative frequency curve. The <b>mode</b> comes from a <b>histogram</b>, and the mean cannot be found graphically	APFC::M06::F6_8 syllabus::accounting type::recall
Which measure of dispersion is based on only two values of the series?	The <b>range</b> uses only the two extreme values, which is both its simplicity and its weakness	APFC::M06::F6_8 syllabus::accounting type::recall
The standard deviation is	<b>Unaffected by origin, affected by scale.</b> Adding a constant shifts the mean but not the scatter; multiplying scales the scatter	APFC::M06::F6_8 syllabus::accounting type::recall
Two series have the same mean. The series with the <b>higher</b> coefficient of variation is	<b>More variable and less consistent.</b> Lower CV means greater consistency — the answer to every "which is more consistent" question	APFC::M06::F6_8 syllabus::accounting type::recall
The mean of 5 observations is 20. If one observation of 30 is removed, the mean of the remaining observations is	Total = 5 × 20 = 100. Removing 30 leaves 70 over 4 observations = <b>17.5</b>. Note the mean <i>falls</i>, because the removed item was above the mean	APFC::M06::F6_8 syllabus::accounting type::recall
One group has 20 items with a mean of 15; another has 30 items with a mean of 25. The combined mean is	(20 × 15 + 30 × 25) / 50 = (300 + 750) / 50 = <b>21</b>. Option (a) is the simple average of 15 and 25, which ignores the unequal group sizes — the standard trap	APFC::M06::F6_8 syllabus::accounting type::recall
For a moderately skewed distribution the mean is 30 and the median is 28. The mode is	Mode = 3(28) − 2(30) = 84 − 60 = <b>24</b>	APFC::M06::F6_8 syllabus::accounting type::recall
Fisher's ideal index number is	The <b>geometric mean</b> of Laspeyres and Paasche. It is called ideal because it satisfies both the time reversal and factor reversal tests	APFC::M06::F6_8 syllabus::accounting type::recall
The principle that the insured should be restored to the position occupied before the loss, and no better, is	<b>Indemnity</b> — restoration, never betterment. Payment is the actual loss or the sum insured, whichever is lower	APFC::M07::F7_1 syllabus::insurance type::recall
The principle of indemnity does <b>not</b> apply to	<b>Life insurance</b>, because a human life cannot be valued. It is a contract of <b>assurance</b>, and the same is true of personal accident cover	APFC::M07::F7_1 syllabus::insurance type::recall
<i>Uberrimae fidei</i> refers to the principle of	<b>Utmost good faith</b> — and note the duty is <b>mutual</b>, not only on the insured	APFC::M07::F7_1 syllabus::insurance type::recall
The right of the insurer, after settling a claim, to recover from the third party responsible for the loss is called	<b>Subrogation</b> — the insurer steps into the insured's shoes	APFC::M07::F7_1 syllabus::insurance type::recall
IRDAI was established under	The <b>IRDA Act, 1999</b>. Options (a) and (b) are the two nationalisation statutes; (c) is the consolidating Act of 1938	APFC::M07::F7_1 syllabus::insurance type::recall
The rule that the nearest or dominant cause of a loss determines liability is	<b>Causa proxima</b> — the proximate, not the remote, cause	APFC::M07::F7_1 syllabus::insurance type::recall
In life insurance, insurable interest must exist	<b>At the time of taking the policy</b> only — you always have an interest in your own life, so nothing more is needed	APFC::M07::F7_1 syllabus::insurance type::recall
In marine insurance, insurable interest must exist	<b>At the time of loss</b>, because marine cargo changes hands in transit	APFC::M07::F7_1 syllabus::insurance type::recall
Subrogation is a corollary of the principle of	<b>Indemnity.</b> This is why subrogation cannot apply to life insurance — there is no measured loss to recover	APFC::M07::F7_1 syllabus::insurance type::recall
Under the EPF & MP Act, 1952 the scheme providing life insurance cover linked to a member's provident fund balance is	<b>EDLI, 1976.</b> Note it is a <b>Scheme</b> framed under an <b>Act</b> — rung 3 under rung 2, in the F6.1 ladder	APFC::M07::F7_1 syllabus::insurance type::recall
Third-party motor insurance in India is	<b>Compulsory</b> — third-party liability cover is mandatory under the motor vehicles law	APFC::M07::F7_1 syllabus::insurance type::recall
The ceiling on foreign direct investment in Indian insurance companies at present is	<b>100%</b>, raised from 74% by the <b>Sabka Bima Sabki Raksha (Amendment of Insurance Laws) Act, 2025</b>, effective 5 February 2026 and permitted by the <b>automatic route</b>. <b>(a) 74% is the superseded figure</b> — the ceiling set in 2021 and the one most material still gives; <b>(c) 49%</b> was the position before that. Note the <b>LIC carve-out at 20%</b> — §3	APFC::M07::F7_1 syllabus::insurance type::recall
The maximum assurance benefit under the Employees' Deposit Linked Insurance Scheme is	<b>₹7 lakh</b> is the maximum assurance benefit under EDLI	APFC::M07::F7_1 syllabus::insurance type::recall
Under the Pradhan Mantri Suraksha Bima Yojana, the cover for accidental death or permanent total disability is	<b>₹2 lakh</b> for accidental death or permanent total disability; ₹1 lakh for partial disability, which is option (a) placed as the distractor	APFC::M07::F7_1 syllabus::insurance type::recall
Life insurance in India was nationalised by	The <b>LIC Act, 1956</b>. The 1972 Act nationalised <b>general</b> insurance — sixteen years apart, and routinely swapped in options	APFC::M07::F7_1 syllabus::insurance type::recall
The auditor's report was <b>candid</b> about the lapses in record-keeping.	<b>frank.</b> <i>Candid</i> means open and straightforward, even when the truth is unwelcome	APFC::M08::F8_1 syllabus::english-quant type::recall
The officer was <b>reticent</b> about his reasons for reopening the inquiry.	<b>reserved.</b> <i>Reticent</i> is not-forthcoming. Note it does <b>not</b> mean reluctant or unwilling — a common slippage	APFC::M08::F8_1 syllabus::english-quant type::recall
The evidence produced by the inspector was <b>cogent</b>.	<b>convincing.</b> <i>Cogent</i> argues compellingly	APFC::M08::F8_1 syllabus::english-quant type::recall
The scheme has been <b>defunct</b> for several years.	<b>no longer operating.</b> From the Latin for "having finished"	APFC::M08::F8_1 syllabus::english-quant type::recall
She showed remarkable <b>fortitude</b> during the proceedings.	<b>courage in adversity.</b> <i>Fortitude</i> is moral endurance, not physical strength — option (b) is the trap	APFC::M08::F8_1 syllabus::english-quant type::recall
The employer's statements were <b>ambiguous</b>.	<b>open to more than one meaning.</b> From <b>ambi-</b> = both (§3.1). Note it does not mean <i>untrue</i>	APFC::M08::F8_1 syllabus::english-quant type::recall
The employer's conduct in concealing the records was <b>egregious</b>.	<b>outstandingly bad.</b> From <b>greg</b> = flock (§3.2) — standing out from the herd. And the negative charge of "concealing" eliminates (a) and (c) in two seconds	APFC::M08::F8_1 syllabus::english-quant type::recall
The witness gave a <b>verbose</b> account of the incident.	<b>using more words than needed.</b> From <i>verb</i> = word	APFC::M08::F8_1 syllabus::english-quant type::recall
The tribunal <b>exonerated</b> the employee of all charges.	<b>cleared of blame.</b> From <b>ex-</b> = out of (§3.1) — out of the blame	APFC::M08::F8_1 syllabus::english-quant type::recall
Contributions were withheld with complete <b>impunity</b>.	<b>freedom from punishment.</b> Literally "without penalty"	APFC::M08::F8_1 syllabus::english-quant type::recall
The claim was found to be <b>spurious</b>.	<b>false.</b> <i>Spurious</i> means not genuine	APFC::M08::F8_1 syllabus::english-quant type::recall
He gave a <b>succinct</b> summary of the position.	<b>brief and clear.</b> Note the contrast with <i>verbose</i> in Q9 — the two are near-opposites	APFC::M08::F8_1 syllabus::english-quant type::recall
The management was <b>complacent</b> about the shortfall in contributions.	<b>smugly self-satisfied.</b> Not the same as <i>complaisant</i>, which means eager to please	APFC::M08::F8_1 syllabus::english-quant type::recall
On the facts, the proposal is entirely <b>tenable</b>.	<b>capable of being defended.</b> From <b>ten</b> = hold (§3.2) — a position that can be held. <i>Untenable</i> is the opposite	APFC::M08::F8_1 syllabus::english-quant type::recall
The Commissioner refused to ______ to pressure from the employer.	<b>accede</b> = to yield or agree. <i>Exceed</i> is to go beyond — the confusable pair from §4	APFC::M08::F8_1 syllabus::english-quant type::recall
His remarks were ______ to the issue and helped settle it.	<b>germane</b> = relevant. Note the continuation signal "and helped settle it", which requires a positive, relevant word — so <i>extraneous</i> and <i>redundant</i> are ruled out by §2.2	APFC::M08::F8_1 syllabus::english-quant type::recall
The vehicle remained ______ at the crossing for several minutes.	<b>stationary</b> = not moving. <b>Station-e-ry</b> with an <b>e</b> is for <b>e</b>nvelopes	APFC::M08::F8_1 syllabus::english-quant type::recall
The auditor's role is to ______ the accounts, not to prepare them.	<b>scrutinise.</b> <i>Proscribe</i> forbids, <i>prescribe</i> recommends — neither is what an auditor does. This is F6.7's point that audit examines rather than prepares	APFC::M08::F8_1 syllabus::english-quant type::recall
The employer attempted to ______ the statute by reclassifying wages as allowances.	<b>circumvent</b> = to get around. From <b>circum-</b> = around (§3.1). Note the negative charge of the sentence	APFC::M08::F8_1 syllabus::english-quant type::recall
It is a matter of ______, not of money.	<b>principle</b> = a rule or belief, and the slot after "a matter of" needs a noun (§2.4). The <b>rule</b> ends in <b>-le</b>	APFC::M08::F8_1 syllabus::english-quant type::recall
The two sets of accounts were ______ to identify the discrepancy.	<b>reconciled</b> — brought into agreement. <i>Rescinded</i> means cancelled	APFC::M08::F8_1 syllabus::english-quant type::recall
The order of the lower authority was ______ by the appellate authority.	<b>rescinded</b> = cancelled. <i>Ratified</i> is the opposite — approved; <i>remanded</i> means sent back	APFC::M08::F8_1 syllabus::english-quant type::recall
A decision is ______; it is expected to be announced today.	<b>imminent</b> = about to happen. <i>Eminent</i> is distinguished; <i>immanent</i> means inherent	APFC::M08::F8_1 syllabus::english-quant type::recall
The report was strongly ______ of the department's handling of the case.	<b>censorious</b> = severely critical. The signal word "strongly" plus the negative framing rules out <i>laudatory</i> and <i>neutral</i>	APFC::M08::F8_1 syllabus::english-quant type::recall
Notwithstanding the employer's ______ protestations of compliance, the inspection revealed systematic under-reporting.	<b>vehement.</b> "Notwithstanding" signals contrast (§2.2): the protestations must have been <i>forceful</i> for the contrast with the finding to bite. <i>Vehement protestations</i> is also the natural collocation (§2.5)	APFC::M08::F8_1 syllabus::english-quant type::recall
The scheme, though well intentioned, proved to be <b>a damp squib</b>. The idiom means	<b>a disappointing anticlimax</b> — something that fails to go off, like a firework that has got wet	APFC::M08::F8_1 syllabus::english-quant type::recall
The determination was made <b>ex parte</b>, which means	<b>in the absence of one of the parties</b> — and, as §6 notes, an <i>ex parte</i> Section 7A order is exactly this	APFC::M08::F8_1 syllabus::english-quant type::recall
The employer's explanation <b>strained credulity</b>, meaning that it was	<b>difficult to believe.</b> From <b>cred</b> = believe (§3.2)	APFC::M08::F8_1 syllabus::english-quant type::recall
Far from being ______, the penalty was widely regarded as lenient.	<b>draconian.</b> "Far from" signals contrast, and the other half says <i>lenient</i> — so the blank must be its opposite. The sentence supplies the answer without any vocabulary at all (§2.2)	APFC::M08::F8_1 syllabus::english-quant type::recall
The two provisions are not in conflict with each other; they are ______.	<b>complementary</b> — completing each other. Note the spelling: <i>complementary</i> completes, <i>complimentary</i> praises	APFC::M08::F8_1 syllabus::english-quant type::recall
To describe something as <b>a moot point</b> is to say that it is	<b>open to debate.</b> The commonest error is to read <i>moot</i> as "settled" or "irrelevant"	APFC::M08::F8_1 syllabus::english-quant type::recall
P. This makes them unsuitable for use in hard water. Q. Soaps are the sodium or potassium salts of long-chain fatty acids. R. Detergents were developed to overcome this limitation. S. They form an insoluble scum with calcium and magnesium ions.	<b>Q S P R.</b> Q names soaps; S's "They" refers to them; P's "This" refers to the scum in S; R's "this limitation" refers to P. A chain of three back-references, each fixing one position	APFC::M08::F8_2 syllabus::english-quant type::recall
P. Momentum, however, is conserved in every collision. Q. Collisions are classified as elastic or inelastic. R. In an inelastic collision kinetic energy is not conserved. S. In an elastic collision both momentum and kinetic energy are conserved.	<b>Q S R P.</b> Q announces the two categories; S and R take them in the order named; P's "however" contradicts R. "However" almost never opens	APFC::M08::F8_2 syllabus::english-quant type::recall
P. A provision is therefore created even when the year results in a loss. Q. A provision is a charge against profit. R. A reserve, by contrast, is an appropriation of profit. S. It can be created only if there is a profit.	<b>Q P R S.</b> Q states the charge; P's "therefore" follows from it; R's "by contrast" introduces the reserve; S's "It" refers to the reserve, so S must follow R	APFC::M08::F8_2 syllabus::english-quant type::recall
P. Each of these is exactly three binary digits. Q. The octal system uses the digits 0 to 7. R. Conversion between binary and octal therefore requires no arithmetic. S. Grouping the bits in threes from the right is sufficient.	<b>Q P R S.</b> Q names the digits; P's "Each of these" refers to them; R's "therefore" draws the conclusion; S explains how	APFC::M08::F8_2 syllabus::english-quant type::recall
P. He must issue notice, hear the employer and pass a reasoned order. Q. An Assistant Provident Fund Commissioner conducts inquiries under Section 7A. R. That function is therefore described as quasi-judicial. S. The order so passed is appealable.	<b>Q P S R.</b> Q introduces the officer; P describes what he must do; S adds that the order is appealable; R's "That function is therefore" concludes from all of it	APFC::M08::F8_2 syllabus::english-quant type::recall
P. The trial balance will nevertheless agree. Q. An error of principle arises when a capital item is treated as revenue. R. Both the profit and the assets are understated. S. The entry is balanced, though wrongly classified.	<b>Q R S P.</b> Q defines the error; R gives the effect; S explains why the entry balances; P's "nevertheless" states the consequence for the trial balance, which only makes sense after S	APFC::M08::F8_2 syllabus::english-quant type::recall
P. This band deliberately straddles neutral. Q. Industrial effluent discharged into inland surface water must fall within a permissible pH range. R. Requiring exact neutrality would be unattainable in practice. S. That range is about 5.5 to 9.0.	<b>Q S P R.</b> Q introduces the range; S's "That range" is a mandatory pair with Q; P's "This band" refers to S; R explains why the band is wide	APFC::M08::F8_2 syllabus::english-quant type::recall
P. Each node must be connected to every other node. Q. A mesh topology is the most reliable of the network topologies. R. The number of links required is therefore n(n − 1)/2. S. Every link would otherwise be counted twice, once from each end.	<b>Q P R S.</b> Q introduces mesh; P states the requirement; R's "therefore" gives the formula; S's "otherwise" explains the division by two, which only makes sense once the formula is on the table	APFC::M08::F8_2 syllabus::english-quant type::recall
P. Detergents, by contrast, are less readily biodegradable. Q. Their branched chains resist breakdown and cause foaming in rivers. R. Soaps are biodegradable. S. Environmental regulation therefore followed the technology rather than preceding it.	<b>R P Q S.</b> R opens — the only sentence with no back-reference. P's "by contrast" must follow R; Q's "Their" refers to the detergents in P; S's "therefore" concludes	APFC::M08::F8_2 syllabus::english-quant type::recall
P. It must respond within a strict and guaranteed deadline. Q. A real-time operating system is not defined by being fast. R. Predictability, rather than average speed, is the requirement. S. Air traffic control is a typical application.	<b>Q P R S.</b> Q makes the negative claim; P states what the definition actually is; R restates it as a contrast; S illustrates. <b>General before specific</b> puts the example last	APFC::M08::F8_2 syllabus::english-quant type::recall
Which sentence should come <b>first</b>?	<b>Q.</b> P begins "This is why", R says "in it", S says "The first stage" — all three depend on something earlier. Only Q stands alone	APFC::M08::F8_2 syllabus::english-quant type::recall
Which sentence should come <b>last</b>?	<b>P.</b> "This is why" summarises the consequence of everything preceding, and no sentence in the set follows from P. The full order is Q S R P	APFC::M08::F8_2 syllabus::english-quant type::recall
P. Only about a tenth of it passes to the next trophic level. Q. Energy enters an ecosystem through the producers. R. Food chains are consequently short. S. The remainder is lost as heat and in metabolism.	<b>Q P S R.</b> Q introduces the energy; P's "it" refers to that energy; S accounts for "the remainder", which only exists once P has named a tenth; R's "consequently" concludes	APFC::M08::F8_2 syllabus::english-quant type::recall
The passage is mainly concerned with	Claim <b>plus</b> qualification, which §3.4 says is nearly always the shape of the right option. (a) and (d) are contradicted — the author never ranks the two models, and says popular discussion blurs the distinction. (b) is the recommendation the passage explicitly rejects in its last clause	APFC::M08::F8_3 syllabus::english-quant type::recall
According to the passage, social assistance is financed from	Explicit: <i>"financed from general revenues"</i>. (b) is the definition of social <b>insurance</b>, offered as Pattern 4 — the passage's own words attached to the wrong category	APFC::M08::F8_3 syllabus::english-quant type::recall
It follows from the passage that an amendment raising the wage ceiling would	The last sentence says extending coverage needs redefinition or a shift of model, <i>"and not merely an amendment raising the wage ceiling"</i>, and the reason is given: the unorganised worker lacks a contributing employer. (a) reverses the passage. (b) and (c) add facts the passage does not supply	APFC::M08::F8_3 syllabus::english-quant type::recall
The word <b>blurred</b> as used in the passage means	Vocabulary in context. <i>Blurred</i> here describes a distinction not clearly drawn; (a) imputes deliberate concealment, which the sentence does not — the author blames imprecision, not bad faith. §3.3's rule: the sentence decides	APFC::M08::F8_3 syllabus::english-quant type::recall
The author's purpose is best described as	The structure is a correction (<i>"often blurred"</i>) followed by a consequence (<i>"This has a consequence that critics frequently overlook"</i>). (b) overstates — the author defends the Act's logic. (d) is the option the last sentence forecloses	APFC::M08::F8_3 syllabus::english-quant type::recall
According to the passage, the auditor's report is	Explicit: <i>"The outcome is an opinion, not a certificate."</i> (a) and (c) are the two guarantees the passage denies; (d) reverses the independence point in the first paragraph	APFC::M08::F8_3 syllabus::english-quant type::recall
The passage implies that an audit which failed to detect a well-concealed fraud	The passage states it almost in terms: failure to uncover a concealed fraud <i>"does not by itself establish that the audit was inadequate"</i>, because adequacy depends on what was done. (a) is the reversal; (b) and (c) are Pattern 3, outside the passage entirely	APFC::M08::F8_3 syllabus::english-quant type::recall
The word <b>persuasive</b> as used in the passage means	The word is defined by its own contrast in the sentence — <i>"persuasive rather than conclusive"</i>. This is the clearest possible case of §3.3: the adjacent word settles it	APFC::M08::F8_3 syllabus::english-quant type::recall
Which one of the following is <b>not</b> stated or implied in the passage?	<b>The "not" question.</b> The passage says the opposite: <i>"the auditor neither prepares the accounts nor manages the enterprise."</i> (b), (c) and (d) are each stated. Note that reading only the first four words of the stem loses this mark — Blueprint §8's habit	APFC::M08::F8_3 syllabus::english-quant type::recall
The author's principal purpose in the passage is to	The second paragraph opens by announcing exactly this: <i>"The reason for this modest phrasing is evidential rather than diplomatic."</i> (a) inverts the author's sympathy; (b) is too narrow, procedures being mentioned only as evidence; (c) is contradicted	APFC::M08::F8_3 syllabus::english-quant type::recall
According to the passage, the surface pH of the ocean has fallen	Explicit. (c) is Pattern 4 — thirty per cent belongs to hydrogen ion <b>concentration</b>, not to pH, and the two are related logarithmically. (b) and (d) contradict <i>"Seawater at pH 8.1 is alkaline"</i>	APFC::M08::F8_3 syllabus::english-quant type::recall
On the passage's own account, the term <i>ocean acidification</i> is imprecise because	The passage's own reason: the water is alkaline and is not projected to become acidic. (b) is a true statement from the passage, but it is the reason the change is <b>significant</b>, not the reason the name is imprecise — Pattern 6, the right answer to a different question	APFC::M08::F8_3 syllabus::english-quant type::recall
The word <b>sink</b>, if used in this passage to describe the ocean, would most nearly mean	Vocabulary in context, tested on a word the passage does not use, which forces you to reason from the described function: the ocean <b>takes up and retains</b> carbon dioxide. (a) is wrong because the carbon is not destroyed; the passage traces exactly what becomes of it	APFC::M08::F8_3 syllabus::english-quant type::recall
It can be inferred from the passage that the author regards the objection that the ocean is not becoming an acid as	The last sentence: those who minimise the problem <i>"point out, correctly, that the ocean is not becoming an acid, and treat the correction as though it disposed of the argument."</i> <b>Correct, but not an answer.</b> (a) and (b) both call it mistaken; the author expressly concedes it is right. (c) is what the author is arguing against	APFC::M08::F8_3 syllabus::english-quant type::recall
The author's tone in the passage is best described as	The passage explains, distinguishes and qualifies; it never raises its voice. §3.5's rule that the milder tone option wins in this register. (a) is the tempting overreach, given the final sentence's evident impatience	APFC::M08::F8_3 syllabus::english-quant type::recall
The passage is mainly about	Claim plus response, covering both paragraphs. (d) is Pattern 1's cousin, too narrow — the contribution rate is one detail. (a) is the question the last sentence explicitly sets aside. (b) is never discussed	APFC::M08::F8_3 syllabus::english-quant type::recall
According to the passage, the aggregator's contribution is fixed as	Explicit, and the detail matters: a percentage of <b>turnover</b>, capped by reference to what is paid to workers. (a) reverses who pays; (c) and (d) are plausible mechanisms the passage does not mention — Pattern 3	APFC::M08::F8_3 syllabus::english-quant type::recall
The passage implies that the central difficulty the platform economy creates for social insurance is that	The first paragraph's whole point: the person works, often for a single controlling entity, but the obligation <i>"has no natural place to attach."</i> (b), (c) and (d) may be true in the world and are the trap of §4.3 — none is in the passage	APFC::M08::F8_3 syllabus::english-quant type::recall
The word <b>attenuated</b> as used in the passage means	<i>Attenuated</i> means thinned or weakened. The passage confirms the sense by contrast: the relationship is attenuated, so the Code responds <i>"not by asserting that platform workers are employees"</i> — weakened, not abolished, which is why (a) fails	APFC::M08::F8_3 syllabus::english-quant type::recall
The last sentence of the passage suggests that the author regards the Code's approach as	<i>"Whether that yields adequate benefits is a separate question from whether it yields any, and it is the second question the Code was drafted to answer."</i> That is a defence of the Code's modest ambition, so (a) overstates and (b) and (d) misread the author's sympathy	APFC::M08::F8_3 syllabus::english-quant type::recall
The list of members whose contributions are in arrears **	<b>has been placed.</b> The subject is <b>the list</b>, not <i>members</i> — §2.1 rule 1. The intervening phrase is there precisely so that a plural noun sits next to the verb	APFC::M08::F8_4 syllabus::english-quant type::recall
Each of the three schemes have **	<b>has been framed.</b> <i>Each of</i> is singular — rule 4 — whatever follows it	APFC::M08::F8_4 syllabus::english-quant type::recall
The number of establishments **	<b>has risen.</b> <i>The number of</i> is <b>singular</b>; <i>a number of</i> would be plural — rule 6. One article decides the verb	APFC::M08::F8_4 syllabus::english-quant type::recall
Hardly had the inspection begun than **	<b>Hardly had the inspection begun when.</b> <i>Hardly</i> and <i>scarcely</i> pair with <b>when</b>; only <i>no sooner</i> takes <i>than</i> (§3.1). Compare Q26	APFC::M08::F8_4 syllabus::english-quant type::recall
The auditor stated that **	<b>he would submit.</b> A past reporting verb (<i>stated</i>) pulls the reported verb back — §3.2's second point. The report is not a universal truth, so the exception does not apply	APFC::M08::F8_4 syllabus::english-quant type::recall
The Commissioner directed **	<b>to return the registers.</b> <i>Return back</i> is a redundancy (§6.3) — <i>return</i> already contains <i>back</i>	APFC::M08::F8_4 syllabus::english-quant type::recall
The two provisions differ ______ each other in one respect only.	<b>differ from.</b> Things differ <b>from</b> each other; you differ <b>with</b> a person, on a point — §4.1	APFC::M08::F8_4 syllabus::english-quant type::recall
The inquiry into the default was entrusted ______ an Assistant Provident Fund Commissioner.	<b>entrusted with.</b> A <b>person</b> is entrusted <b>with</b> a task; a <b>task</b> is entrusted <b>to</b> a person. Here the officer is entrusted, so <i>with</i>. This pair is worth memorising in both directions	APFC::M08::F8_4 syllabus::english-quant type::recall
The gravity of the offence consists ______ the deliberate withholding of contributions already deducted.	<b>consists in.</b> <i>Consist <b>in</b></i> = has its essence in; <i>consist <b>of</b></i> = is made up of. The gravity of an offence is its essence, not its parts	APFC::M08::F8_4 syllabus::english-quant type::recall
A member who has contributed for the required period is entitled ______ the pension as a matter of right.	<b>entitled to.</b> One of the fixed <i>to</i> list in §4.2, alongside <i>superior, inferior, senior, preferable, averse</i>	APFC::M08::F8_4 syllabus::english-quant type::recall
The inspector insisted ______ examining the original wage registers.	<b>insisted on.</b> <i>Insist</i> takes <b>on</b>; <i>insist to</i> and <i>insist about</i> do not exist	APFC::M08::F8_4 syllabus::english-quant type::recall
Which one of the following sentences is grammatically correct?	<b>The police have.</b> <i>Police</i> is a singular-looking plural, with <i>people, cattle, gentry, clergy, vermin, poultry</i> — rule 10. All three wrong options use a singular verb	APFC::M08::F8_4 syllabus::english-quant type::recall
Which one of the following sentences is correct?	<b>senior to.</b> <i>Superior, inferior, senior, junior, prior, preferable</i> take <b>to</b>, never <i>than</i> — §6.2. (c) adds a second error: <i>senior</i> is already comparative, so <i>more senior</i> is a double comparative	APFC::M08::F8_4 syllabus::english-quant type::recall
He is one of the few officers who ______ willing to record a dissent.	<b>who are.</b> The relative clause describes <i>the few officers</i>, not <i>one</i> — rule 11. This is the agreement rule that sounds wrong to nearly everyone and is therefore examined	APFC::M08::F8_4 syllabus::english-quant type::recall
There were ______ defaults this year than last, and consequently ______ money had to be recovered by coercive process.	<b>fewer defaults, less money.</b> <i>Fewer</i> counts, <i>less</i> measures — §6.2. Defaults can be counted; money as an amount cannot	APFC::M08::F8_4 syllabus::english-quant type::recall
If A's salary is 25% more than B's, then B's salary is less than A's by	A = 1.25B, so the difference is 0.25B on a <b>base of A</b>, not B: 0.25/1.25 = <b>20%</b>. §1.3 result 1. Option (a) is the answer to a question about the other direction	APFC::M08::F8_5 syllabus::english-quant type::recall
An increase of 16⅔% is the same as multiplying by	16⅔% = <b>1/6</b>, so an increase multiplies by 1 + 1/6 = <b>7/6</b>. This is the fraction habit that pays throughout the chapter	APFC::M08::F8_5 syllabus::english-quant type::recall
₹6,300 is divided among three persons in the ratio 2 : 3 : 4. The largest share is	2 + 3 + 4 = 9 parts; one part = 6,300/9 = <b>700</b>; largest = 4 × 700 = <b>₹2,800</b>. Note (b) is 3 parts and (a) is 2 — the wrong-share trap	APFC::M08::F8_5 syllabus::english-quant type::recall
The average weight of 8 men is 62 kg. One man weighing 55 kg is replaced by another and the average becomes 63 kg. The weight of the new man is	The average rose 1 kg over 8 men, so the total rose <b>8 kg</b>: 55 + 8 = <b>63 kg</b>. §3.2's rule in one line, and the 2023 "mean of weights" shape	APFC::M08::F8_5 syllabus::english-quant type::recall
The ages of A and B are in the ratio 4 : 3 and their sum is 42 years. A's age is	4 + 3 = 7 parts for 42 years, so one part = 6 and A = 4 × 6 = <b>24</b>. (a) is B's age — always check whose was asked	APFC::M08::F8_5 syllabus::english-quant type::recall
40 litres of a mixture contain milk and water in the ratio 3 : 1. The quantity of water is	Water is 1 part of 4: 40 × 1/4 = <b>10 litres</b>. (d) is 3/4, the milk	APFC::M08::F8_5 syllabus::english-quant type::recall
A can do a piece of work in 12 days and B in 18 days. Working together they will finish it in	LCM 36 units; A does 3 a day, B 2, together 5. 36/5 = <b>7.2 days</b>. Adding the days to get 30, or averaging them to 15, are the two standard errors — (d) is the average	APFC::M08::F8_5 syllabus::english-quant type::recall
A sum is first reduced by 20% and then increased by 20%. The net change is	0.8 × 1.2 = 0.96, a <b>4% decrease</b>. §1.3 result 2: down-then-up by the same percentage is always a loss of x²/100, here 400/100. (a) is the intuitive wrong answer	APFC::M08::F8_5 syllabus::english-quant type::recall
If a : b = 2 : 3 and b : c = 4 : 5, then a : c is	Make <i>b</i> common: a : b = 8 : 12 and b : c = 12 : 15, so a : b : c = 8 : 12 : 15 and <b>a : c = 8 : 15</b>	APFC::M08::F8_5 syllabus::english-quant type::recall
The average of 11 results is 50. The average of the first six is 49 and of the last six is 52. The sixth result is	6 × 49 + 6 × 52 = 606, against a whole of 11 × 50 = 550. The sixth result is counted <b>twice</b>, so it is 606 − 550 = <b>56</b>. §3.3's overlap trick	APFC::M08::F8_5 syllabus::english-quant type::recall
A father is three times as old as his son. After 12 years he will be twice as old as his son. The son's present age is	3s + 12 = 2(s + 12) gives s = <b>12</b>. Check: 36 and 12 become 48 and 24, which is 2 : 1	APFC::M08::F8_5 syllabus::english-quant type::recall
An employee's share of contribution is 12% of basic wages of ₹18,000. The amount deducted is	12% of 18,000 = 18,000 × 3/25 = <b>₹2,160</b>	APFC::M08::F8_5 syllabus::english-quant type::recall
Two successive discounts of 20% and 10% are equivalent to a single discount of	0.8 × 0.9 = 0.72, so a single discount of <b>28%</b>. (b) is the sum of the two discounts, which is always wrong because the second discount applies to a reduced price	APFC::M08::F8_5 syllabus::english-quant type::recall
In what ratio must milk costing ₹40 a litre be mixed with water, which costs nothing, so that the mixture costs ₹32 a litre?	Alligation on price: (32 − 0) : (40 − 32) = 32 : 8 = <b>4 : 1</b>. Sense check: the mixture costs 4/5 of the milk price, so it must be 4/5 milk	APFC::M08::F8_5 syllabus::english-quant type::recall
A and B together can complete a work in 8 days, and A alone can complete it in 12 days. B alone will take	LCM 24 units; together 3 a day, A 2 a day, so <b>B does 1 a day</b> and takes <b>24 days</b>. Subtracting days (8 from 12) to get 4 is the classic error	APFC::M08::F8_5 syllabus::english-quant type::recall
The average age of 30 members of a committee is 32 years. When the secretary is included the average rises by one year. The secretary's age is	31 × 33 − 30 × 32 = 1,023 − 960 = <b>63 years</b>. (a) is the new average, offered for candidates who stop one step early	APFC::M08::F8_5 syllabus::english-quant type::recall
A sum is divided between A and B in the ratio 5 : 3, and A receives ₹800 more than B. The total sum is	The <b>difference</b> is 5 − 3 = 2 parts = ₹800, so one part = 400 and the total of 8 parts = <b>₹3,200</b>. §2.2's second worked case — the total was never stated	APFC::M08::F8_5 syllabus::english-quant type::recall
